User ID,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Electricity_Bill,Water_Bill,Gas_Bill,Internet_Bill,Total_Utility_Cost,Followers,Posts,avg_sentiment_last_month,positive_post_ratio,negative_post_ratio,neutral_post_ratio,sentiment_volatility,Groceries,Entertainment,Healthcare,Transportation,Savings,Total_Expenditure,Risk
287,31,male,3,free,moderate,moderate,7582,48,vacation/others,3675,1124,896,2484,8179,7122,403,-0.333996174,0.31627015,0.367390729,0.316339122,0.323685839,3342,3641,3434,1091,14917,26425,good
288,49,female,2,own,little,moderate,1092,12,radio/TV,4841,517,1099,2387,8844,9251,182,0.33897391,0.101892388,0.087017218,0.811090394,0.38524836,7351,1501,3303,5508,12323,29986,good
289,48,male,2,own,little,little,1024,24,radio/TV,3306,1236,2842,1461,8845,5700,410,0.988278722,0.360233919,0.556784911,0.08298117,0.827943691,7437,2870,4905,2318,13283,30813,bad
290,26,male,2,own,little,NA,1076,12,business,1037,1052,1102,1486,4677,8096,419,0.32367838,0.270393286,0.845120851,-0.115514138,0.887939785,5553,4905,4394,4159,11919,30930,good
291,28,male,3,rent,little,moderate,9398,36,car,2341,805,2340,864,6350,9107,478,0.115566835,0.842711902,0.795926387,-0.638638289,0.372219686,8501,1505,4469,4563,11199,30237,bad
292,44,female,3,free,little,little,6419,24,car,2955,558,2755,1698,7966,7783,485,0.46130102,0.313347918,0.17512314,0.511528942,0.872828309,2331,4484,644,2928,10028,20415,good
293,56,male,2,free,little,rich,4796,42,car,1024,1840,2191,1219,6274,4742,199,-0.069588775,0.788932472,0.672764614,-0.461697086,0.871507844,2629,1740,2472,1633,6295,14769,good
294,46,male,3,own,NA,NA,7629,48,business,3450,353,582,2007,6392,7779,131,-0.879715315,0.891872145,0.220504263,-0.112376408,0.788185855,7865,5967,2574,1934,2365,20705,good
295,26,female,2,own,little,moderate,9960,48,furniture/equipment,4631,1370,1028,1216,8245,8308,55,0.124593632,0.43381742,0.218207535,0.347975046,0.232025603,4560,4239,3849,6881,9445,28974,bad
296,20,female,2,rent,NA,NA,4675,12,car,4615,1026,2957,1356,9954,7439,73,0.915250569,0.909943144,0.874071773,-0.784014917,0.721290562,4935,6871,932,5618,5796,24152,good
297,45,male,1,own,NA,NA,1287,10,car,2868,988,2131,1312,7299,9535,139,-0.649394115,0.377318054,0.249668953,0.373012993,0.950521658,6996,7522,1707,6206,1702,24133,good
298,43,male,2,own,little,NA,2515,18,furniture/equipment,4347,1844,945,863,7999,2305,319,0.380009782,0.964078416,0.263247347,-0.227325763,0.714286431,9208,4500,1578,3063,10989,29338,good
299,32,male,2,own,rich,moderate,2745,21,furniture/equipment,4995,1422,1987,2382,10786,1169,372,-0.598132623,0.089289525,0.000653391,0.910057085,0.398455164,3184,3542,1610,1129,2739,12204,good
300,54,female,0,own,little,NA,672,6,car,3201,1343,1023,763,6330,3544,202,0.071655369,0.687019267,0.870669034,-0.557688301,0.550521386,9243,4286,843,2280,5637,22289,good
301,42,female,2,own,little,moderate,3804,36,radio/TV,1471,1896,993,1814,6174,1160,316,-0.806647101,0.49381404,0.792594813,-0.286408854,0.681152539,3744,1675,3085,5489,1501,15494,bad
302,37,male,1,own,NA,rich,1344,24,car,1666,1813,1143,1840,6462,2427,190,-0.099258127,0.387648805,0.627328935,-0.014977741,0.559513368,4235,7195,991,2711,6052,21184,bad
303,49,male,2,own,little,little,1038,10,car,3274,718,2168,966,7126,3520,301,0.512326658,0.632711879,0.750265764,-0.382977643,0.207957648,3063,7524,1024,5312,4088,21011,good
304,44,male,2,free,quite rich,NA,10127,48,car,2482,989,1859,2408,7738,401,380,-0.304856952,0.703857092,0.152048567,0.144094341,0.38085764,4836,3630,1273,4929,9839,24507,bad
305,33,male,2,own,rich,NA,1543,6,furniture/equipment,1353,1149,2348,2282,7132,706,291,0.329823449,0.00436327,0.458323595,0.537313136,0.822156427,5144,4843,1462,1858,1898,15205,good
306,24,female,1,rent,NA,NA,4811,30,car,4646,361,2468,1863,9338,3270,38,0.590899922,0.166953089,0.351219387,0.481827524,0.875276241,6001,1680,4489,5733,5715,23618,good
307,33,male,1,own,moderate,little,727,12,radio/TV,4236,1468,2844,945,9493,799,158,0.854355639,0.713046051,0.093776526,0.193177423,0.223570029,2445,6991,1174,6813,14853,32276,bad
308,24,female,2,own,little,moderate,1237,8,furniture/equipment,4269,515,504,2384,7672,5188,276,-0.530715836,0.666385414,0.486130485,-0.152515899,0.957148077,4965,4410,3118,1972,14311,28776,bad
309,22,male,1,rent,little,moderate,276,9,car,1074,302,2639,2481,6496,9431,305,-0.201368168,0.966047505,0.92073965,-0.886787155,0.395940356,7759,7316,4206,5967,13243,38491,good
310,40,male,0,free,NA,moderate,5381,48,vacation/others,3761,459,416,1094,5730,290,20,-0.695167973,0.76103779,0.040059119,0.198903091,0.696082365,3011,6860,3092,2646,4444,20053,good
311,25,male,2,own,moderate,NA,5511,24,furniture/equipment,1648,1080,792,2210,5730,1080,173,0.984967004,0.950772708,0.291460913,-0.242233621,0.776642631,7351,7978,4717,1924,10992,32962,good
312,26,female,2,own,little,rich,3749,24,furniture/equipment,2215,1443,824,1175,5657,3075,122,0.854001936,0.702540502,0.207540936,0.089918562,0.830751611,7470,7091,664,1122,10107,26454,good
313,25,male,1,own,little,moderate,685,12,car,4354,1192,2576,2240,10362,6202,196,0.079914261,0.298052209,0.238146654,0.463801138,0.951174732,7860,6344,2238,3469,7747,27658,bad
314,29,male,1,own,NA,rich,1494,4,car,2991,1412,971,1676,7050,1284,304,0.684066589,0.105364922,0.908434552,-0.013799474,0.381627593,9246,5730,746,3882,5844,25448,good
315,31,male,2,own,little,little,2746,36,furniture/equipment,3160,628,2476,1907,8171,3427,241,0.041915955,0.781823863,0.468069054,-0.249892918,0.872655809,2621,5900,1328,5900,13048,28797,bad
316,38,male,1,own,little,little,708,12,furniture/equipment,3624,879,1520,1743,7766,3494,236,0.247171376,0.644149221,0.466299413,-0.110448634,0.218518213,9022,1066,4086,2971,5474,22619,good
317,48,female,1,own,NA,moderate,4351,24,furniture/equipment,3551,1680,641,1257,7129,8419,319,-0.821751136,0.048186012,0.760575642,0.191238345,0.734536816,4104,7268,1638,6838,7893,27741,good
318,32,male,2,own,little,NA,701,12,education,504,1933,2679,1717,6833,1916,107,0.510540841,0.360050466,0.154492204,0.48545733,0.767779957,2335,2467,3549,3738,1320,13409,good
319,27,female,1,own,little,little,3643,15,furniture/equipment,1376,1590,1188,2247,6401,5954,64,-0.744573033,0.956799815,0.487265354,-0.44406517,0.709950917,4542,1043,3872,4272,1171,14900,good
320,28,male,3,own,little,moderate,4249,30,car,1491,1940,1114,2305,6850,6809,120,0.652135261,0.500401146,0.429985214,0.06961364,0.327083263,2879,2021,1853,4614,8544,19911,bad
321,32,male,2,own,little,little,1938,24,radio/TV,4642,1251,1158,2252,9303,669,161,0.564056175,0.432729136,0.596910691,-0.029639827,0.885738832,3692,4681,4164,1058,3479,17074,bad
322,34,male,3,free,little,little,2910,24,car,4864,1646,1175,1582,9267,5542,255,0.417489395,0.457699605,0.999557703,-0.457257308,0.251972617,8114,5807,2464,5281,14602,36268,good
323,28,male,2,own,rich,little,2659,18,furniture/equipment,4965,934,2647,846,9392,1995,415,-0.927679239,0.208882724,0.769448894,0.021668382,0.148271312,8517,3582,4409,5617,11601,33726,good
324,36,female,2,own,little,NA,1028,18,car,1135,1287,478,1365,4265,2833,78,-0.393743288,0.368707171,0.397865703,0.233427126,0.745718492,9124,4415,3011,1419,6704,24673,good
325,39,male,1,own,little,little,3398,8,car,2193,1864,1255,2027,7339,3963,321,-0.47377486,0.369813256,0.827553052,-0.197366308,0.527928144,8718,6169,3084,4832,7925,30728,good
326,49,male,2,rent,NA,NA,5801,12,furniture/equipment,2182,1972,2914,1319,8387,7555,298,-0.279727185,0.05235502,0.170708363,0.776936617,0.864188218,7983,2555,4695,1773,5450,22456,good
327,34,female,2,own,rich,NA,1525,24,car,619,1518,1839,2471,6447,4114,259,-0.824714506,0.767567629,0.030463686,0.201968685,0.445057427,3824,6034,1022,4060,4724,19664,good
328,31,male,2,own,little,rich,4473,36,radio/TV,1330,1220,2896,1519,6965,1786,45,0.873915646,0.416504432,0.204448372,0.379047196,0.25145073,4823,3021,4864,3499,8251,24458,good
329,28,male,2,own,little,moderate,1068,6,radio/TV,4175,1037,2534,1563,9309,3109,248,0.107604481,0.822179887,0.340411556,-0.162591443,0.852797973,8659,4245,2439,1414,6481,23238,good
330,75,male,3,free,little,little,6615,24,car,1869,1655,2548,1281,7353,7906,157,-0.388951379,0.850348001,0.510580757,-0.360928759,0.594018668,6843,3893,4564,4414,6066,25780,good
331,30,female,2,own,moderate,NA,1864,18,education,1240,469,1431,1722,4862,254,476,-0.206036966,0.211994055,0.615129141,0.172876805,0.270276213,3668,1878,1521,4953,12811,24831,bad
332,24,female,3,own,moderate,moderate,7408,60,car,616,820,1244,1394,4074,1509,236,-0.105594919,0.657353482,0.910605717,-0.567959199,0.748345599,8049,3193,3764,6301,9803,31110,bad
333,24,female,1,rent,moderate,NA,11590,48,car,3338,1786,486,2485,8095,884,253,0.201188667,0.472281804,0.50985401,0.017864186,0.560002275,2497,3783,2000,5827,13520,27627,bad
334,23,male,2,rent,little,little,4110,24,furniture/equipment,1650,339,2490,1951,6430,8196,346,0.031358855,0.880156738,0.501275645,-0.381432383,0.643881684,4336,1413,1057,6302,10572,23680,bad
335,44,male,3,rent,little,little,3384,6,furniture/equipment,2431,1860,807,1825,6923,7660,455,0.838783946,0.215740679,0.05024301,0.734016311,0.514808504,9116,6629,2303,4974,4176,27198,bad
336,23,female,1,own,little,moderate,2101,13,radio/TV,1512,1584,2068,2310,7474,7443,374,-0.006073034,0.6778132,0.034911553,0.287275247,0.845838085,5830,5311,3933,4832,13391,33297,good
337,24,female,2,rent,NA,little,1275,15,domestic appliances,2164,1718,547,2140,6569,7306,491,0.98431603,0.607752122,0.551159962,-0.158912084,0.846606444,6476,2358,2034,2701,10100,23669,bad
338,28,male,2,own,little,little,4169,24,furniture/equipment,1581,1254,2724,1939,7498,5696,210,0.702849915,0.295301478,0.438178613,0.266519909,0.73844994,7301,1165,4162,6507,4293,23428,good
339,31,male,1,own,little,moderate,1521,10,furniture/equipment,1012,1549,631,1106,4298,5901,163,-0.582978971,0.136600904,0.839180395,0.024218701,0.19486124,4664,3610,854,1761,10751,21640,good
340,24,female,2,free,little,moderate,5743,24,education,3349,1283,2350,1098,8080,2906,459,0.861190429,0.65163976,0.160679585,0.187680655,0.854968476,4875,6999,4559,2963,7993,27389,good
341,26,female,1,rent,little,little,3599,21,furniture/equipment,1059,1447,765,1414,4685,637,82,-0.767267204,0.738597458,0.024971662,0.23643088,0.703911682,3423,7002,2806,6564,9985,29780,good
342,25,male,2,rent,quite rich,moderate,3213,18,radio/TV,4172,1274,2074,1403,8923,6086,210,0.634899417,0.315627344,0.449038768,0.235333888,0.727321749,9710,7588,3399,6505,6355,33557,good
343,33,male,3,own,little,moderate,4439,18,business,3843,337,835,1460,6475,1941,305,-0.238753413,0.644832604,0.237478557,0.117688839,0.426684556,7614,3147,814,5668,6993,24236,good
344,37,male,1,own,little,rich,3949,10,car,4570,627,798,1198,7193,8816,26,0.755948641,0.395130908,0.049614373,0.555254719,0.891351601,5726,3457,3844,5754,4124,22905,good
345,43,female,1,own,little,NA,1459,15,radio/TV,1970,1574,1634,2477,7655,7071,138,0.73611338,0.713206883,0.724598287,-0.43780517,0.75283444,3338,7830,2057,6724,8657,28606,good
346,23,male,2,own,little,moderate,882,13,radio/TV,1080,1499,1814,2188,6581,5725,226,0.6118508,0.199215275,0.111593,0.689191725,0.20133142,8354,5148,3572,3241,4194,24509,good
347,23,female,0,rent,quite rich,moderate,3758,24,radio/TV,2794,1925,2946,2414,10079,3050,70,0.580060873,0.890215003,0.6083195,-0.498534503,0.467000231,5108,7496,3154,6248,14418,36424,good
348,34,male,1,own,moderate,NA,1743,6,business,3647,1213,2987,1673,9520,8092,436,-0.390641722,0.287409596,0.28104975,0.431540653,0.897742326,5324,7689,1692,4557,11958,31220,good
349,32,male,2,free,rich,moderate,1136,9,education,4749,753,962,2454,8918,4880,113,-0.838161434,0.367785988,0.17349605,0.458717962,0.142477032,9923,2768,4502,2624,5782,25599,bad
350,23,female,2,rent,little,NA,1236,9,domestic appliances,2179,336,2889,781,6185,2468,51,-0.194039642,0.058091952,0.379751523,0.562156525,0.965274958,8175,2747,4256,6109,14337,35624,good
351,29,female,2,own,little,moderate,959,9,furniture/equipment,4006,1639,1684,1303,8632,6755,34,-0.65295097,0.111512212,0.801445776,0.087042011,0.711246311,9073,2875,3709,2392,9102,27151,bad
352,38,male,3,own,NA,NA,3229,18,car,3244,1272,1172,2410,8098,8273,48,0.389902178,0.515861903,0.392093577,0.09204452,0.66823838,9074,7096,4217,1125,8689,30201,good
353,28,male,2,rent,little,little,6199,12,radio/TV,3856,1095,2797,2474,10222,4595,300,-0.307800547,0.267592677,0.750769649,-0.018362326,0.343503331,6748,3674,3338,1724,6168,21652,bad
354,46,male,2,free,quite rich,NA,727,10,education,4545,1272,2437,1471,9725,9263,140,0.951220402,0.835480226,0.125486297,0.039033477,0.32391261,7684,4847,1345,3411,3420,20707,good
355,23,male,1,own,little,moderate,1246,24,car,1743,892,2967,1602,7204,6102,238,0.281944155,0.014693389,0.77277142,0.212535192,0.947852398,4627,7103,4842,4015,10239,30826,bad
356,49,male,2,own,NA,NA,2331,12,radio/TV,3618,1437,1743,1064,7862,6714,117,0.644961127,0.379094049,0.236933325,0.383972626,0.368445209,5442,5631,3106,4102,6062,24343,good
357,26,male,3,own,little,NA,4463,36,radio/TV,2641,1363,2585,862,7451,9458,181,-0.734950655,0.337345547,0.67739313,-0.014738677,0.797954767,9220,7606,4882,2232,10665,34605,bad
358,28,male,2,own,little,NA,776,12,radio/TV,3559,1624,1973,1771,8927,6019,444,0.724028965,0.019327631,0.565781555,0.414890814,0.453809618,3711,7268,4215,1808,5708,22710,good
359,23,female,2,rent,little,little,2406,30,furniture/equipment,3459,523,1391,1210,6583,953,487,0.845514381,0.124368399,0.929144717,-0.053513116,0.225328664,9416,5770,4824,2157,5371,27538,bad
360,61,male,2,free,NA,moderate,1239,18,education,2765,617,2815,2052,8249,4246,111,-0.025876162,0.413642675,0.387322518,0.199034807,0.109643768,3619,4445,4349,5276,13070,30759,good
361,37,male,3,own,NA,rich,3399,12,radio/TV,2979,648,1646,815,6088,3869,363,0.212505876,0.492864584,0.066165189,0.440970227,0.589831603,2394,4239,2261,1868,6608,17370,good
362,36,female,2,own,little,rich,2247,12,car,2135,414,759,1640,4948,674,21,0.529619602,0.404289747,0.019155486,0.576554767,0.978200937,7920,4645,2542,2635,3031,20773,good
363,21,male,2,rent,little,NA,1766,6,furniture/equipment,2257,997,1320,1036,5610,1248,284,-0.650322745,0.530937678,0.826858561,-0.357796239,0.432222574,7810,6119,3502,4652,3601,25684,good
364,25,male,0,own,little,little,2473,18,furniture/equipment,4952,1646,2776,1580,10954,6393,110,0.005132153,0.595131675,0.524735638,-0.119867313,0.421473101,3350,4550,3666,1961,4994,18521,bad
365,36,male,2,own,little,NA,1542,12,business,2570,1891,2910,1436,8807,6557,53,-0.202673944,0.009923821,0.775244052,0.214832127,0.409682456,7997,4355,2134,6089,2835,23410,good
366,27,male,2,own,little,NA,3850,18,car,3349,1363,1362,1539,7613,7609,452,-0.707252016,0.464095159,0.2344256,0.301479241,0.568489454,7270,2570,1692,4985,5191,21708,good
367,22,female,2,rent,little,little,3650,18,furniture/equipment,3751,339,2227,846,7163,4877,314,-0.264931155,0.963499241,0.345083746,-0.308582986,0.496598395,7267,2385,3536,6481,14171,33840,good
368,42,male,2,own,little,little,3446,36,furniture/equipment,4230,1612,2013,2298,10153,3954,454,-0.863655381,0.51903228,0.030103872,0.450863848,0.891923164,7992,6261,2134,1689,9373,27449,bad
369,40,female,2,rent,little,moderate,3001,18,furniture/equipment,2989,1585,2040,2046,8660,2591,26,-0.948376186,0.677542267,0.961492325,-0.639034592,0.554968713,4288,7962,2906,6990,9057,31203,good
370,36,male,2,own,NA,NA,3079,36,car,2131,515,2616,1142,6404,3224,339,-0.729667422,0.311863858,0.667867907,0.020268235,0.556982054,2363,2376,818,4681,5846,16084,good
371,33,male,2,own,little,NA,6070,18,radio/TV,3316,1470,616,1536,6938,5791,66,0.926230223,0.773991378,0.933205088,-0.707196466,0.224534435,8988,5986,1454,5865,3592,25885,good
372,23,female,2,rent,little,NA,2146,10,furniture/equipment,1515,635,777,1736,4663,3151,320,0.099059072,0.772921482,0.265496407,-0.038417889,0.984465587,4096,1691,4158,6760,6151,22856,good
373,63,male,3,free,NA,NA,13756,60,car,1848,1491,518,1642,5499,104,312,0.931644322,0.521296048,0.611463611,-0.132759659,0.324975602,8201,5822,3565,1093,8774,27455,good
374,60,female,3,free,moderate,moderate,14782,60,vacation/others,3587,391,589,2217,6784,5322,21,-0.135004243,0.976013823,0.678499968,-0.654513792,0.166027661,7645,2744,1947,1817,12602,26755,bad
375,37,female,2,rent,little,little,7685,48,business,3339,652,769,2424,7184,5415,327,-0.376367734,0.125550215,0.3175497,0.556900085,0.696831624,6032,4129,2912,2779,14961,30813,bad
376,34,male,2,own,little,NA,2320,18,radio/TV,835,870,2201,986,4892,4969,89,0.012283726,0.016947665,0.848109235,0.1349431,0.635829733,3123,5200,2438,5842,6423,23026,good
377,36,male,2,free,NA,NA,846,7,radio/TV,1395,1894,2596,1419,7304,976,225,-0.120976623,0.770158212,0.947161463,-0.717319675,0.473631089,6759,6894,1852,2311,14120,31936,good
378,57,male,3,free,little,moderate,14318,36,car,4046,1115,1051,1837,8049,9283,348,-0.788670631,0.807155537,0.884855118,-0.692010655,0.47997301,4602,3559,1609,2214,5679,17663,bad
379,52,female,1,own,moderate,NA,362,6,car,1351,1080,2282,1179,5892,7127,273,0.281652629,0.120207229,0.739066976,0.140725795,0.806557529,9774,1469,4821,4537,2895,23496,good
380,39,male,2,own,NA,little,2212,20,furniture/equipment,2187,662,1911,721,5481,4242,488,-0.567923635,0.265582833,0.27746468,0.456952487,0.276141376,6920,1135,2119,5553,10688,26415,good
381,38,female,3,free,little,moderate,12976,18,car,2431,856,1169,2072,6528,7066,158,0.23917591,0.017552363,0.281616042,0.700831595,0.838227987,4174,6083,1446,5836,8441,25980,bad
382,25,female,2,rent,NA,NA,1283,22,car,4246,1668,2821,2449,11184,7179,90,0.300402185,0.293308611,0.96336032,-0.256668931,0.683872403,5549,4322,4684,3616,5139,23310,good
383,26,male,2,own,little,rich,1330,12,car,2927,1493,1180,1382,6982,8087,224,-0.695950294,0.773141874,0.010284496,0.21657363,0.477072796,5697,6973,2766,4645,13304,33385,good
384,26,male,1,own,moderate,NA,4272,30,business,2068,655,2116,2289,7128,6899,494,-0.877300746,0.517960528,0.716049973,-0.234010501,0.512225755,5047,6825,842,2852,11232,26798,good
385,25,female,2,own,little,NA,2238,18,radio/TV,4500,490,2607,1605,9202,4565,383,0.561523172,0.348095593,0.706246163,-0.054341756,0.330982486,8699,5933,4482,4603,10003,33720,good
386,21,female,2,rent,NA,NA,1126,18,radio/TV,3238,1990,2798,1019,9045,735,473,-0.080399152,0.371739295,0.622689541,0.005571164,0.776902899,5393,3346,3765,3113,11569,27186,good
387,40,male,3,own,little,moderate,7374,18,furniture/equipment,3998,721,1711,825,7255,1793,207,-0.883672409,0.001353626,0.990108846,0.008537528,0.561587268,4334,7311,2181,2548,6531,22905,good
388,27,male,2,own,quite rich,moderate,2326,15,business,4413,999,1649,976,8037,9974,209,0.989732634,0.299800528,0.311879436,0.388320037,0.388769088,5082,5627,2348,3413,3785,20255,good
389,27,female,2,own,little,NA,1449,9,business,1566,306,922,1927,4721,4852,34,-0.884438878,0.646458742,0.339971864,0.013569395,0.636445104,5310,5407,1170,4866,3112,19865,good
390,30,male,3,own,little,NA,1820,18,car,4880,432,921,893,7126,8411,475,0.390070458,0.974194444,0.078939403,-0.053133847,0.996161007,5017,2794,722,1562,8333,18428,good
391,19,female,1,rent,rich,moderate,983,12,furniture/equipment,2944,856,1182,2404,7386,930,98,0.967357851,0.847060827,0.442798137,-0.289858964,0.491736052,6756,4214,1339,4211,10544,27064,good
392,39,male,3,free,little,little,3249,36,car,4607,1125,2720,2387,10839,5277,277,-0.521639792,0.023594965,0.261048526,0.715356509,0.928622261,6977,1018,1402,5460,11578,26435,good
393,31,female,2,own,little,little,1957,6,radio/TV,3873,1060,1335,2270,8538,9661,152,-0.715501263,0.898560605,0.343386702,-0.241947307,0.410515156,8303,7463,3177,4418,5645,29006,good
394,31,male,3,own,little,NA,2406,9,furniture/equipment,4469,1354,2630,1395,9848,9032,68,-0.757230121,0.783198413,0.83457179,-0.617770204,0.149259436,6989,7493,4101,1199,13327,33109,good
395,32,male,2,rent,moderate,moderate,11760,39,education,3046,834,2088,2009,7977,8408,419,-0.393449705,0.780376124,0.935484514,-0.715860637,0.283817896,6421,6676,2730,5915,14069,35811,good
396,55,female,3,free,little,little,2578,12,furniture/equipment,1253,725,887,756,3621,6049,498,-0.797908378,0.457995759,0.185733072,0.356271169,0.476825629,7186,1223,1882,1941,6229,18461,good
397,46,male,2,own,little,little,2348,36,furniture/equipment,2582,1717,2250,2457,9006,2938,374,0.384322683,0.398005293,0.372508932,0.229485775,0.297671436,9791,3251,3901,2344,11883,31170,good
398,46,male,2,rent,little,moderate,1223,12,car,3274,971,1245,2026,7516,1250,35,-0.875416404,0.302915729,0.928630562,-0.231546291,0.100204334,5299,6427,2507,3770,8937,26940,bad
399,43,female,1,own,rich,NA,1516,24,radio/TV,3396,662,2571,1886,8515,7660,56,0.018844256,0.065694859,0.061808461,0.87249668,0.923501384,6518,6747,4797,5609,9568,33239,good
400,39,male,2,own,little,NA,1473,18,radio/TV,4685,1760,2861,718,10024,2031,297,0.993393708,0.228235363,0.092360528,0.679404108,0.85949147,4496,3198,3984,3511,9033,24222,good
401,28,male,2,own,NA,moderate,1887,18,business,1275,1993,2403,2093,7764,9304,275,0.627940539,0.246603635,0.162790989,0.590605376,0.768063008,5236,3665,2058,4221,11085,26265,good
402,27,male,2,own,little,NA,8648,24,business,2125,1874,2148,963,7110,1764,25,0.230438876,0.48407707,0.595212834,-0.079289904,0.251033136,9671,6366,3265,3926,13025,36253,bad
403,27,male,1,own,little,NA,802,14,car,3569,381,1085,1493,6528,1181,208,-0.387492758,0.747444407,0.150472271,0.102083322,0.208327219,5630,5017,2521,2673,10804,26645,good
404,43,male,2,own,NA,moderate,2899,18,car,917,655,2560,812,4944,612,410,0.247791673,0.473809828,0.968076381,-0.44188621,0.160844275,8770,2550,4288,1870,5275,22753,good
405,22,male,2,own,little,moderate,2039,24,radio/TV,614,1581,2569,2211,6975,7905,416,0.054082928,0.057844449,0.446714527,0.495441023,0.75162627,2682,2398,1288,3865,5207,15440,bad
406,43,male,2,own,NA,NA,2197,24,car,1116,888,1967,2050,6021,5337,291,-0.147833232,0.957789801,0.50151796,-0.459307761,0.935927165,6842,7781,4607,2941,14903,37074,good
407,27,male,2,own,little,little,1053,15,radio/TV,4474,1847,1645,1241,9207,659,478,-0.738579247,0.942724319,0.246658616,-0.189382935,0.487482239,5057,6379,646,3464,11615,27161,good
408,26,male,3,own,quite rich,NA,3235,24,radio/TV,3767,594,438,1346,6145,3772,95,0.77320843,0.785189543,0.470960252,-0.256149796,0.207226605,9838,2365,4235,2948,9103,28489,good
409,28,male,2,own,quite rich,rich,939,12,car,1325,1547,2944,1278,7094,7504,259,-0.100430702,0.991327902,0.661913633,-0.653241534,0.561153539,7217,3194,3413,1562,5432,20818,bad
410,20,female,2,own,little,moderate,1967,24,radio/TV,2016,1848,1179,1788,6831,3443,400,-0.610754976,0.544482333,0.751177137,-0.29565947,0.413948717,6743,4337,4219,1585,14934,31818,good
411,35,male,3,own,little,NA,7253,33,car,3646,1369,1656,2015,8686,4170,279,-0.264481298,0.96276835,0.753868083,-0.716636433,0.437342432,7493,1105,1461,3079,12076,25214,good
412,42,male,3,own,little,NA,2292,12,business,912,1990,2596,724,6222,9762,344,-0.171740495,0.075605041,0.577891113,0.346503847,0.659197562,4458,3653,3458,6174,13011,30754,bad
413,40,male,1,rent,quite rich,NA,1597,10,car,1228,1436,2327,2272,7263,680,126,0.655075791,0.365680748,0.904359775,-0.270040523,0.746846302,4629,5546,2448,1912,11166,25701,good
414,35,female,2,own,NA,little,1381,24,car,3848,1556,701,700,6805,7104,16,0.467228761,0.225381268,0.817407847,-0.042789115,0.199543239,8212,6844,3354,1222,12065,31697,bad
415,35,male,2,own,little,NA,5842,36,car,3308,316,2685,1610,7919,8230,146,0.538609787,0.195833084,0.757048115,0.047118801,0.132031208,7029,4129,1784,5639,4463,23044,good
416,33,male,1,own,little,little,2579,12,car,1175,659,1046,2272,5152,3247,380,-0.977937471,0.140802949,0.055605522,0.803591529,0.994897272,4412,6146,3452,2763,9625,26398,bad
417,23,female,2,rent,NA,little,8471,18,education,3965,1546,1062,840,7413,4349,185,-0.167692004,0.622413642,0.006877962,0.370708396,0.309455514,8838,4908,3108,2643,4073,23570,good
418,31,female,3,own,quite rich,NA,2782,21,car,3004,1165,2683,2467,9319,1779,337,-0.037311697,0.781321856,0.212447277,0.006230867,0.148447472,6545,6043,4284,1480,3350,21702,good
419,33,female,2,own,NA,moderate,1042,18,car,3467,999,2159,1347,7972,3606,324,-0.961615446,0.578298399,0.663523594,-0.241821993,0.270887796,7624,2399,1037,6677,14787,32524,bad
420,20,female,2,rent,rich,NA,3186,15,car,3286,747,2650,887,7570,7353,224,-0.480373583,0.14696271,0.411197489,0.441839802,0.135062062,3823,6508,2033,4425,8154,24943,good
421,30,male,2,own,NA,moderate,2028,12,car,1622,1155,655,1851,5283,2844,486,0.520579646,0.81112377,0.402406259,-0.213530029,0.452629805,8266,1553,1763,2514,13085,27181,good
422,47,male,1,own,little,moderate,958,12,car,4579,664,997,900,7140,9535,91,-0.725780589,0.635954707,0.884586888,-0.520541595,0.822161606,8101,3325,4184,4511,4500,24621,good
423,34,male,3,own,moderate,NA,1591,21,furniture/equipment,2071,974,1061,1850,5956,5288,232,0.070620263,0.388165706,0.895562848,-0.283728554,0.407120005,3743,4187,1330,2550,11839,23649,good
424,25,female,2,own,NA,moderate,2762,12,furniture/equipment,2643,1307,634,956,5540,2241,487,-0.569596256,0.674130296,0.909175264,-0.58330556,0.499765066,6665,2746,3573,4616,2009,19609,bad
425,21,male,2,rent,little,moderate,2779,18,car,2187,1649,1768,2399,8003,6717,381,-0.975758451,0.259904979,0.313878077,0.426216944,0.708028096,7321,6588,4643,3721,12468,34741,good
426,29,male,2,own,little,NA,2743,28,radio/TV,4632,766,2981,1246,9625,2579,432,-0.517597085,0.345192208,0.691055813,-0.036248021,0.558004663,4752,2535,1243,1902,7391,17823,good
427,46,male,2,own,rich,NA,1149,18,radio/TV,4351,713,1169,893,7126,6584,492,0.95174751,0.917485843,0.271633181,-0.189119024,0.875301117,3096,7113,3811,2134,7962,24116,good
428,20,male,2,own,little,NA,1313,9,furniture/equipment,3940,1778,2988,1402,10108,9927,411,0.603074224,0.290504506,0.190609833,0.518885661,0.879432108,5784,1128,3991,6216,1453,18572,good
429,55,female,0,free,little,little,1190,18,repairs,4266,885,612,1827,7590,7521,452,0.919153289,0.469988268,0.184632457,0.345379274,0.108919626,3498,5914,4721,5212,7149,26494,bad
430,74,male,1,own,little,NA,3448,5,business,2826,1556,862,2258,7502,4552,499,-0.024291912,0.890141137,0.342107621,-0.232248758,0.800241676,7294,4477,599,4053,12265,28688,good
